ReferenceID,Historic_Name,Duplicate?,Other_Name_s_,Other ID,Code Count,MATCH,NHRP GIS,NHRP 07_2024,NHL DB 07_2024,Primary Form,Form Year,Form Preparer,period metadata scrape,date metadata scrape,period text scrape,date text scrape,Periods_of_Significance,IGL Eras DRAFT,"Significant Years - Form, Date Ranges","Significant Years - Form, Specific",Significant Years - Metadata,bc,non standard period,Web PDF,OneDrive PDF,OneDrive PDF,Asset Link,Multiple_Name,Notes,NHRP_Listing_Date,NHL_Date,NHL_Year,Federal_Agency,National_Park,City,County,State,NHL Office,Address,Restricted,Significant_Person,Architect,Request_Type,Status,Secondary_Code,Areas_of_Significance_Metadata,Areas_of_Signifance_Nomination_Forms,Acknowledged,Multiculturalism,Erasure,Valorization,Colonization,Nation_Building,Settler_Colonization,Slavery,State_Formation,Racial_Capitalism,LAT,LON
70000137,Monterey Old Town Historic District,,See Also:Larkin House,,6,,70000137,70000137,70000137,NRHP Nomination,1974,James OilIon,1800-1824;1750-1799;1825-1849,1776;1849,,,"1750-1849 
 
 
 1750-1799 
 
 
 1825-1849",,,,"1776 
 
 
 1849",,,https://npgallery.nps.gov/NRHP/GetAsset/5f82e5be-2c2d-4320-84c5-0d0dea738ac8,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/70000137_Monterey Old Town Historic District.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/70000137_Monterey Old Town Historic District.pdf,https://npgallery.nps.gov/NRHP/AssetDetail/5f82e5be-2c2d-4320-84c5-0d0dea738ac8,,,4/15/1970,4/15/1970,1970,,,Monterey,Monterey,CA,Southwest,Boundary undetermined at this time,0,,"Larkin,Thomas; Et al.",Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,EXPLORATION/SETTLEMENT;ARCHITECTURE,,0,0,1,0,1,1,1,0,1,1,36.5995513,-121.89475
83003521,MONTGOMERY (snagboat),,U.S. Snagboat MONTGOMERY,,4,,83003521,83003521,83003521,NRHP Nomination,1986,Kevin J. Foster,1925-1949,1926,,,1925-1949,,1926-1982,,1926,,,https://npgallery.nps.gov/NRHP/GetAsset/ab45340a-f31b-4304-8f5f-e58e0d2a7549,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/83003521_MONTGOMERY (snagboat).pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/83003521_MONTGOMERY (snagboat).pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=ab45340a-f31b-4304-8f5f-e58e0d2a7549,,,11/28/1983,6/30/1989,1989,ARMY CORPS OF ENGINEERS,,Pickensville,Pickens,AL,Southeast,Tom Bevill Visitor Center,0,,Charleston Drydock &amp; Machine Co.,Single,Listed,NATIONAL HISTORIC LANDMARK,COMMERCE;ENGINEERING;TRANSPORTATION;MARITIME HISTORY,,0,0,1,0,0,0,1,0,1,1,33.2256068,-88.259926
94001188,Montgomery Bell Tunnel,,Patterson Forge Tunnel,,2,,,94001188,94001188,NHL Nomination,1986,Robie S. Lange,1800-1824,1819,,,1800-1824,,1818-1819,,1819,,,https://npgallery.nps.gov/NRHP/GetAsset/fa188e5c-5949-4584-949d-2f6ce3af347d,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/94001188_Montgomery Bell Tunnel.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/94001188_Montgomery Bell Tunnel.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=fa188e5c-5949-4584-949d-2f6ce3af347d,Iron Industry on the Western Highland Rim 1790s--1920s MPS,,4/19/1994,4/19/1994,1994,,,White Bluff,Cheatham,TN,Appalachia,Address Restricted,1,,,Multiple,Listed,NATIONAL HISTORIC LANDMARK,COMMERCE;ENGINEERING;INDUSTRY,,0,0,1,0,0,0,1,0,0,0,36.10833,-87.22746
100009823,Montgomery County Jail and Sheriff's Residence,,,,3,,,100009823,100009823,NRHP Nomination,1974,Maif Tanilpnhaiim,1875-1899,1882,,,,,,1882,,,,https://s3.amazonaws.com/NARAprodstorage/lz/electronic-records/rg-079/NPS_IN/75000007.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/100009823_Montgomery County Jail and Sheriff's Residence.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/100009823_Montgomery County Jail and Sheriff's Residence.pdf,https://npgallery.nps.gov/NRHP/AssetDetail/f4998d46-d471-447e-acf0-9815c7e5e8bd,,,01/00/00,12/11/2023,2023,,,Crawfordsville,Montgomery,IN,,225 N. Washington St.,0,,,NHL,Listed,,ENGINEERING;ARCHITECTURE;SOCIAL HISTORY,,0,0,1,0,0,0,1,0,1,0,40.044,-86.902
75001184,Montgomery Place,,Chateau de Montgomery,,0,,,75001184,75001184,,,,1800-1824;1825-1849;1850-1874;1875-1899;1900-1924;1925-1949,1803;1805;1845,,,,,,,,,,checked - not found ,,,https://npgallery.nps.gov/NRHP/AssetDetail/830a57fc-f640-44f4-8b56-459a2428129a,,,5/2/1975,4/8/1992,1992,,,Tivoli,Dutchess,NY,Northeast,Address Restricted,1,,"Davis,Alexander Jackson; Harris,Peter",Single,Listed,NATIONAL HISTORIC LANDMARK,ARCHITECTURE;LANDSCAPE ARCHITECTURE,,,,,,,,,,,,42.059,-73.909
73000368,Montgomery Union Station and Trainshed,,Louisville &amp; Nashville Railroad:Montgomery Union Station and,,3,,73000368,73000368,73000368,NRHP Nomination,1974,,1875-1899,1897;1898,,,1875-1899,,1897-1898,,1897;1898,,,https://npgallery.nps.gov/NRHP/GetAsset/d901cada-ce2c-445a-969e-aaf66a2c5191,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/73000368_Montgomery Union Station and Trainshed.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/73000368_Montgomery Union Station and Trainshed.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=d901cada-ce2c-445a-969e-aaf66a2c5191,,,7/24/1973,12/8/1976,1976,,,Montgomery,Montgomery,AL,Southeast,Water St.,0,,"Smith,Benjamin Bosworth",Single,Listed,NATIONAL HISTORIC LANDMARK,COMMERCE;ENGINEERING;TRANSPORTATION;ARCHITECTURE,,0,0,1,0,0,0,1,0,0,1,32.380547,-86.314495
78001125,Montgomery Ward Company Complex,,Montgomery Ward and Company Administration Building and Mail,,4,,78001125,78001125,78001125,NRHP Nomination,1974,,1900-1924;1925-1949,1907;1928;1929,,,1900-1924;1925-1949,,1907-present,,1910,,,https://npgallery.nps.gov/NRHP/GetAsset/c18b356c-7ff4-4ab3-a3db-cc1dd1561ece,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/78001125_Montgomery Ward Company Complex.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/78001125_Montgomery Ward Company Complex.pdf,https://npgallery.nps.gov/NRHP/AssetDetail/c18b356c-7ff4-4ab3-a3db-cc1dd1561ece,,,6/2/1978,6/2/1978,1978,,,Chicago,Cook,IL,Great Lakes,619 W. Chicago Ave.,0,,"Garden,Hugh; Et al.",Single,Listed,NATIONAL HISTORIC LANDMARK,COMMERCE;ARCHITECTURE,,0,0,1,0,0,1,1,0,0,1,41.8972378,-87.643669
76001092,"Montgomery, I. T., House",,,,4,,76001092,76001092,76001092,NRHP Nomination,1974,Lynne Gomez Graves,1900-1924,1910,,,1900-1924,,,1887,1910,,,https://npgallery.nps.gov/NRHP/GetAsset/7ff7b286-2e32-4e3a-b8b3-55333e0b20fc,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/76001092_Montgomery, I. T., House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/76001092_Montgomery, I. T., House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=7ff7b286-2e32-4e3a-b8b3-55333e0b20fc,,,5/11/1976,5/11/1976,1976,,,Mound Bayou,Bolivar,MS,Southeast,W. Main St.,0,"Montgomery,Isiah Thornton",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,COMMUNITY PLANNING AND DEVELOPMENT;BLACK;EXPLORATION/SETTLEMENT;SOCIAL HISTORY,,1,0,0,0,0,0,1,1,0,1,33.8771511,-90.728875
66000826,Monticello,,,,6,,66000826,66000826,66000826,NRHP Nomination,1972,,1800-1824;1750-1799;1825-1849,1772;1826,,,1800-1824;1750-1799;1825-1849,,1772-1826,,1772;1826,,,https://npgallery.nps.gov/NRHP/GetAsset/9ba9cd68-eafe-4cc8-8728-556526bd894b/,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000826_Monticello.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000826_Monticello.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=2e126c6c-9a76-46ee-955d-c195a4621ede,,,10/15/1966,12/19/1960,1960,,,Charlottesville,Albemarle,VA,Midatlantic,2 mi. S of Charlottesville on VA 53,0,"Jefferson,Thomas","Jefferson,Thomas",Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,POLITICS/GOVERNMENT,,0,0,1,0,0,1,1,1,1,1,38.0053232,-78.434004
66000843,Montpelier,,James Madison Home,,4,,66000843,66000843,66000843,NRHP Nomination,1969,,1700-1749;1750-1799,1748;1783,,,,,,,,,,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/97/6790/41679097/content/electronic-records/rg-079/NPS_VA/66000843_NHL.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000843_Montpelier.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000843_Montpelier.pdf,,,AoS is military and political;,10/15/1966,12/19/1960,1960,,,Orange,Orange,VA,,4 mi. W of Orange on VA 20,0,"Madison,James","Jefferson,Thomas",Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,POLITICS/GOVERNMENT,,0,0,1,0,0,1,1,0,1,0,38.2192721,-78.1720894
70000852,Montpelier,,Snowden-Long House;New Birmingham,,4,,70000852,70000852,70000852,NRHP Nomination,1969,,,,,,1700-1749;1750-1799,,1748-1783,,1748;1783,,,https://npgallery.nps.gov/NRHP/GetAsset/5a61d7d1-df8c-44f6-b7ff-c112941486c5,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/70000852_Montpelier.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/70000852_Montpelier.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=5a61d7d1-df8c-44f6-b7ff-c112941486c5,,,4/17/1970,4/15/1970,1970,,,Laurel,Prince George's,MD,Midatlantic,2.1 mi. E of Laurel on MD 197,0,,Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,LANDSCAPE ARCHITECTURE;ARCHITECTURE,,0,0,1,0,0,0,1,1,1,0,38.2192721,-78.1720894
70000883,Monument Avenue Historic District,,See Also:Monument Avenue Historic District (Boundary Increas,,6,,70000883,70000883,70000883,NRHP Nomination,Multiple,,1875 AD - 1949 AD,,,,1900-1924;1875-1899;1925-1949,,,,,,,https://npgallery.nps.gov/NRHP/GetAsset/53a798b5-ebc5-445c-bd58-94cc24c89b3e,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/70000883_Monument Avenue Historic District.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/70000883_Monument Avenue Historic District.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=53a798b5-ebc5-445c-bd58-94cc24c89b3e,,,2/16/1970,12/9/1997,1997,,,Richmond (Independent City),Richmond,VA,Midatlantic,"Bounded by Grace and Birch Sts., Park Ave., and Roseneath Rd.",0,"Davis,Jefferson,et al.","Pope,John Russell; Et al.",Single,Listed,BOUNDARY INCREASE; ADDITIONAL DOCUMENTATION; NATIONAL HISTORIC LANDMARK,COMMUNITY PLANNING AND DEVELOPMENT;LANDSCAPE ARCHITECTURE;ART;MILITARY;TRANSPORTATION;ARCHITECTURE,,0,0,1,0,0,1,1,1,1,1,37.5583809,-77.467479
69000326,Monumental Church,,Monumental Episcopal Church,,2,,69000326,69000326,69000326,NRHP Nomination,1969,,1800-1824,1812;1814,,,1800-1824,,1812-1814,,1812;1814,,,https://npgallery.nps.gov/NRHP/GetAsset/7602856e-53dd-4c52-9c57-c49c928231b2,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/69000326_Monumental Church.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/69000326_Monumental Church.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=7602856e-53dd-4c52-9c57-c49c928231b2,,,4/16/1969,11/11/1971,1971,,,Richmond (Independent City),Richmond,VA,Midatlantic,1224 E. Broad St.,0,,"Mills, Robert",Single,Listed,NATIONAL HISTORIC LANDMARK,ARCHITECTURE,,0,0,1,0,0,0,1,0,0,0,37.5389789,-77.42972
66000284,Mookini Heiau,,Kamehameha I Birthplace;Kokoiki,,2,,66000284,66000284,66000284,NRHP Nomination,1974,Rusgell A. Apple,1499-1000 AD;1749-1500 AD;1800-1824;1750-1799,1370;1753,,,1499-1000;1749-1500;1800-1824;1750-1799,,900-999,1370,1370;1753,x,,https://npgallery.nps.gov/NRHP/GetAsset/adf1a376-c540-45d3-bff3-3cda7f693483,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000284_Mookini Heiau.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000284_Mookini Heiau.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=adf1a376-c540-45d3-bff3-3cda7f693483,,,10/15/1966,12/29/1962,1962,,,Hawi,Hawaii,HI,Hawai'i,"Northern tip of Hawaii, 1 mi. W of Upolu Point Airport",0,,Kuamo'o Mo'okini; Pa'ao,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,PACIFIC-ISLANDER;PREHISTORIC;ARCHITECTURE;RELIGION,,0,0,1,0,0,0,1,0,0,0,20.25906019,-155.8803647
66000574,"Moran, Thomas, House",,,,3,,66000574,66000574,66000574,NRHP Nomination,1974,Richard Greenwood,1900-1924;1875-1899,1884,,,1900-1924;1875-1899,,,1884,1884,,,https://npgallery.nps.gov/NRHP/GetAsset/d55dec77-37ab-4979-bffe-43e51289529a,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000574_Moran, Thomas, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000574_Moran, Thomas, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=d55dec77-37ab-4979-bffe-43e51289529a,,,10/15/1966,12/21/1965,1965,,,East Hampton,Suffolk,NY,Midatlantic,Main St.,0,"Moran,Thomas",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,ART,,0,0,1,0,0,1,1,0,0,0,40.9539232,-72.194038
66000544,"Morgan, Pierpont, Library",,,,4,,66000544,66000544,66000544,NRHP Nomination,1974,Richard Greenwood,1900-1924,1906,,,1900-1924,,,1906,1906,,,https://npgallery.nps.gov/NRHP/GetAsset/9e459466-9871-40c7-a826-2d6591c564f8,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000544_Morgan, Pierpont, Library.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000544_Morgan, Pierpont, Library.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=9e459466-9871-40c7-a826-2d6591c564f8,,,11/13/1966,11/13/1966,1966,,,New York,New York,NY,Midatlantic,33 E. 36th St.,0,"Morgan,J. Pierpont","McKim,Mead, &amp; White",Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,COMMERCE;ECONOMICS;EDUCATION;ARCHITECTURE,,0,0,1,0,0,1,1,0,0,1,40.7489066,-73.98114
75002057,"Morley, Edward W., House",,,,2,,75002057,75002057,75002057,NRHP Nomination,1974,James Sheire,1900-1924,1906;1923,,,1900-1924,,,,1906;1923,,,https://npgallery.nps.gov/NRHP/GetAsset/32f20c5c-0665-4b41-9f20-cffe146a7ea3,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/75002057_Morley, Edward W., House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/75002057_Morley, Edward W., House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=32f20c5c-0665-4b41-9f20-cffe146a7ea3,,,5/15/1975,5/15/1975,1975,,,West Hartford,Hartford,CT,New England,26 Westland Ave.,0,"Morley,Edward Williams",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,SCIENCE,,0,0,1,0,0,0,1,0,0,0,41.7559443,-72.759655
66000576,"Morrill Hall, Cornell University",,,,5,,66000576,66000576,66000576,NRHP Nomination,1974,S. Sydney Bradford,1850-1874,1866;1868,,,1850-1874,,1866-1868,,1866;1868,,,https://npgallery.nps.gov/NRHP/GetAsset/a460b14f-1494-4486-b68a-7c5e18e375e4,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000576_Morrill Hall, Cornell University.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000576_Morrill Hall, Cornell University.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=a460b14f-1494-4486-b68a-7c5e18e375e4,,,10/15/1966,12/21/1965,1965,,,Ithaca,Tompkins,NY,Midatlantic,Cornell University campus,0,,"Wilcox,Henry W.",Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,EDUCATION,,0,0,1,0,0,1,1,0,1,1,42.4487572,-76.485257
66000795,"Morrill, Justin Smith, Homestead",,,,4,,66000795,66000795,66000795,NRHP Nomination,1974,Polly M. Rettig,1875-1899;1850-1874,1855;1898,,,1875-1899;1850-1874,,1848-1851,,"1855;1898 
 
 
 1855;1898",,,https://npgallery.nps.gov/NRHP/GetAsset/ccd11ae9-d227-460f-bc6e-e20027a65f1a,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000795_Morrill, Justin Smith, Homestead.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000795_Morrill, Justin Smith, Homestead.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=ccd11ae9-d227-460f-bc6e-e20027a65f1a,,,10/15/1966,9/22/1960,1960,,,Strafford,Orange,VT,New England,S of the Common,0,"Morrill,Justin Smith","Morrill,Justin Smith",Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,Education,,0,0,1,0,0,1,1,0,1,0,43.86299589,-72.3754735
66000545,Morris-Jumel Mansion,,,,5,,66000545,66000545,66000545,NRHP Nomination,1974,Richard Greenwood,1750-1799,1765;1776,,,1750-1799,,,1776,1765;1776,,,https://npgallery.nps.gov/NRHP/GetAsset/6635fb85-99d3-4614-a591-cd4c47b84c1e,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000545_Morris-Jumel Mansion.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000545_Morris-Jumel Mansion.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=6635fb85-99d3-4614-a591-cd4c47b84c1e,,,10/15/1966,1/20/1961,1961,,,New York,New York,NY,Midatlantic,160th St. and Edgecombe Ave.,0,,Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,MILITARY;ARCHITECTURE,,0,0,1,0,1,1,1,0,1,0,40.8346394,-73.938198
68000024,"Morrow Plots, University of Illinois",,,,4,,68000024,68000024,68000024,NRHP Nomination,1974,,1875-1899,1876,,,1875-1899,,,1876,1876,,,https://npgallery.nps.gov/NRHP/GetAsset/75dc2e84-e2f3-4fc8-ad96-88f9dcfd3196,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/68000024_Morrow Plots, University of Illinois.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/68000024_Morrow Plots, University of Illinois.pdf",https://npgallery.nps.gov/NRHP/AssetDetail/75dc2e84-e2f3-4fc8-ad96-88f9dcfd3196,,,5/23/1968,5/23/1968,1968,,,Urbana,Champaign,IL,Great Lakes,Gregory Dr. at Matthews Ave.,0,,,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,AGRICULTURE,,0,0,1,0,0,1,1,0,0,1,40.1044813,-88.225867
70000074,Morse-Libby Mansion,,Victoria Mansion,,2,,70000074,70000074,70000074,NRHP Nomination,1969,,1850-1874,1859;1863,,,1850-1874,,1859-1863,,1859;1863,,,https://npgallery.nps.gov/NRHP/GetAsset/154bce24-c4fc-4f22-9212-d27ac0a1b66c,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/70000074_Morse-Libby Mansion.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/70000074_Morse-Libby Mansion.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=154bce24-c4fc-4f22-9212-d27ac0a1b66c,,,5/19/1970,12/30/1970,1970,,,Portland,Cumberland,ME,New England,109 Danforth St.,0,,"Austin,Henry; Guidirini,Giovanni",Single,Listed,NATIONAL HISTORIC LANDMARK,ARCHITECTURE,,0,0,1,0,0,0,1,0,0,0,43.6517464,-70.260611
71000503,Morven,,Richard Stockton Birthplace and House,,4,,71000503,71000503,71000503,NRHP Nomination,1969,,1700-1749;1750-1799,1730;1781,,,1700-1749;1750-1799,,1775-1781,,1730;1781,,,https://npgallery.nps.gov/NRHP/GetAsset/35cb8dc9-ff01-4366-bf75-a51343195087,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/71000503_Morven.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/71000503_Morven.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=35cb8dc9-ff01-4366-bf75-a51343195087,,,1/25/1971,7/17/1971,1971,,,Princeton,Mercer,NJ,Midatlantic,55 Stockton St.,0,"Stockton,Richard",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,MILITARY;POLITICS/GOVERNMENT;ARCHITECTURE,,0,0,1,0,0,1,1,0,1,0,40.3475981,-74.666555
72001166,Mother Bethel A.M.E. Church,,,,3,,72001166,72001166,72001166,NRHP Nomination,1972,,1875-1899;1850-1874;1800-1824;1750-1799;1825-1849,1794;1841;1889,,,1875-1899;1850-1874;1800-1824;1750-1799;1825-1849,,1794-present,,1794;1841;1889,,,https://npgallery.nps.gov/NRHP/GetAsset/08a9df69-2a92-48a5-b960-6eada33f646b,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/72001166_Mother Bethel A.M.E. Church.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/72001166_Mother Bethel A.M.E. Church.pdf,https://npgallery.nps.gov/NRHP/AssetDetail/08a9df69-2a92-48a5-b960-6eada33f646b,,,3/16/1972,5/30/1974,1974,,,Philadelphia,Philadelphia,PA,Midatlantic,419 6th St.,0,"Allen,Richard",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,BLACK;ARCHITECTURE;RELIGION;SOCIAL HISTORY,,1,0,0,0,0,0,1,1,0,0,39.9431668,-75.152127
