ReferenceID,Historic_Name,Duplicate?,Other_Name_s_,Other ID,Code Count,MATCH,NHRP GIS,NHRP 07_2024,NHL DB 07_2024,Primary Form,Form Year,Form Preparer,period metadata scrape,date metadata scrape,period text scrape,date text scrape,Periods_of_Significance,IGL Eras DRAFT,"Significant Years - Form, Date Ranges","Significant Years - Form, Specific",Significant Years - Metadata,bc,non standard period,Web PDF,OneDrive PDF,OneDrive PDF,Asset Link,Multiple_Name,Notes,NHRP_Listing_Date,NHL_Date,NHL_Year,Federal_Agency,National_Park,City,County,State,NHL Office,Address,Restricted,Significant_Person,Architect,Request_Type,Status,Secondary_Code,Areas_of_Significance_Metadata,Areas_of_Signifance_Nomination_Forms,Acknowledged,Multiculturalism,Erasure,Valorization,Colonization,Nation_Building,Settler_Colonization,Slavery,State_Formation,Racial_Capitalism,LAT,LON
70000178,Crystal River Indian Mounds,,Crystal River Historic Memorial;Crystal River Site,,2,,70000178,70000178,70000178,NRHP Nomination,1986,Mark R. Barnes,1499-1000 AD;1000-500 AD;499-0 BC;499-0 AD,,,,1499-1000;1000-500;499-0 BC;499-0,,500 BC - 1200 AD,,,x,,,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/70000178_Crystal River Indian Mounds.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/70000178_Crystal River Indian Mounds.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=486fb8a1-4c95-49ec-9bef-29f1692814b8,,,9/29/1970,6/21/1990,1990,,,Crystal River,Citrus,FL,Southeast,2 mi. NW of Crystal River on U.S. 19-98,0,,,Single,Listed,NATIONAL HISTORIC LANDMARK,PREHISTORIC,ARCHITECTURE; POLITICS/GOVERNMENT; RELIGION/PHILOSOPHY; BLACK,0,1,0,0,0,0,1,0,0,0,28.9077508,-82.628161
74000394,"Cuffe, Paul, Farm",,,,3,,74000394,74000394,74000394,NRHP Nomination,1972,,1800-1824;1750-1799,1759;1817,,,1750;1774;1775-1799;1800-1824,,,,1759;1817,,,,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/74000394_Cuffe, Paul, Farm.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/74000394_Cuffe, Paul, Farm.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=69e19def-31aa-4854-ba89-712e5b632ca7,,,5/30/1974,5/30/1974,1974,,,Westport,Bristol,MA,New England,1504 Drift Rd.,0,"Cuffe,Paul",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,BLACK;POLITICS/GOVERNMENT;RELIGION,ARCHITECTURE,1,0,0,0,0,0,1,0,0,1,41.5492656,-71.067825
70000889,Cupola House,,,,4,,70000889,70000889,70000889,NRHP Nomination,1974,Polly M. Rettig,1700-1749;1750-1799,1725;1756;1758,,,1700-1749;1750-1799,,1756-1758,1725,1730,,,,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/70000889_Cupola House.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/70000889_Cupola House.pdf,https://npgallery.nps.gov/NRHP/AssetDetail/c46d3784-4546-4f9e-92d6-538b8a409766,,,4/15/1970,4/15/1970,1970,,,Edenton,Chowan,NC,Southeast,408 S. Broad St.,0,,Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,ARCHITECTURE,EDUCATION; POLITICS/GOVERNMENT,0,0,1,0,0,0,1,1,0,1,36.0579339,-76.610222
66000154,"Curry, J. L. M., House",,Jabez Lamar Monroe Curry House,,5,,66000154,66000154,66000154,NRHP Nomination,1974,Blanche Higgins Schroer,1850-1874,1850;1865,,,1850-1874,,1850-1865,,1850;1865,,,,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000154_Curry, J. L. M., House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000154_Curry, J. L. M., House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=faeb1c5d-182b-4d37-b865-1f6d28b923e2,,,10/15/1966,12/21/1965,1965,,,Talladega,Talladega,AL,Southeast,3 mi. NE of Talladega on AL 21,0,"Curry,Jabez Lamar Monroe",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,EDUCATION,POLITICS,0,0,1,0,0,1,1,1,0,1,33.4560475,-86.044475
73000327,"Cushing, Caleb, House",,,,5,,73000327,73000327,73000327,NRHP Nomination,1969,,1800-1824;1825-1849,1802;1849,,,1800-1824;1825-1849,,1802-1849,,1802;1849,,,,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/73000327_Cushing, Caleb, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/73000327_Cushing, Caleb, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail/db8fadc5-f466-43a4-b10e-6b470f9a4b37,,,11/7/1973,11/7/1973,1973,,,Newburyport,Essex,MA,New England,98 High St.,0,"Cushing,Caleb","Hunt,William",Single,Listed,NATIONAL HISTORIC LANDMARK,POLITICS/GOVERNMENT,,0,0,1,0,0,1,1,1,1,0,42.8067681,-70.870549
89001703,Cushnoc (ME 021.02),,ME 021.02,,0,,,89001703,89001703,,,,1600-1649;1650-1699,1628;1676,,,1600-1649;1650-1699,,,,1628;1676,,,,,,https://npgallery.nps.gov/NRHP/AssetDetail/b5cbb35a-c76e-49e9-8751-9d3d8347cb8f,,,10/27/1989,4/12/1993,1993,,,Augusta,Kennebec,ME,Northeast,Address Restricted,1,,,Single,Listed,DATE RECEIVED/PENDING NOMINATION; NATIONAL HISTORIC LANDMARK,COMMERCE;ARCHITECTURE;HISTORIC - NON-ABORIGINAL;HISTORIC - ABORIGINAL,NATIVE AMERICAN; POLITICS,,,,,,,,,,,44.317,-69.773
72000353,Dade Battlefield Historic Memorial,,Dade's Massacre;Dade Battlefield,,3,,72000353,72000353,72000353,NRHP Nomination,1969,,1825-1849,1835,,,1825-1849,,,1835,1835,,,,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/72000353_Dade Battlefield Historic Memorial.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/72000353_Dade Battlefield Historic Memorial.pdf,https://npgallery.nps.gov/NRHP/AssetDetail/3eff31ae-900a-495b-a7ac-69269cdce55d,,,4/14/1972,11/7/1973,1973,,,Bushnell,Sumter,FL,Southeast,1 mi. W of Bushnell off U.S. 301,0,,,Single,Listed,NATIONAL HISTORIC LANDMARK,NATIVE AMERICAN;MILITARY;POLITICS/GOVERNMENT,ARCHITECTURE,1,0,0,0,0,0,1,0,1,0,28.6523437,-82.125646
82001191,Daily News Building,,,,3,,82001191,82001191,82001191,NRHP Nomination,1986,Carolyn Pitts,1925-1949,1929;1930,,,1925-1949,,20th century,1929; 1930,1929;1930,,,,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/82001191_Daily News Building.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/82001191_Daily News Building.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=72341657-e8ec-44d3-a2c6-2e982d4e062a,,,11/14/1982,6/29/1989,1989,,,New York,New York,NY,Midatlantic,220 E. 42nd St.,0,,"Hood,Raymond &amp; Howells; Mead,John",Single,Listed,NATIONAL HISTORIC LANDMARK,ARCHITECTURE;COMMUNICATIONS,ARCHITECTURE,0,0,1,0,0,1,1,0,0,0,40.7496459,-73.973074
72000869,Dakota Apartments,,,,3,,72000869,72000869,72000869,NRHP Nomination,1974,Carolyn Pitts,1875-1899,1880;1884,,,1875-1899,,1880-1884,,1880;1884,,,,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/72000869_Dakota Apartments.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/72000869_Dakota Apartments.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=365651e0-b596-4272-bac2-0b3c378fd3b9,,,4/26/1972,12/8/1976,1976,,,New York,New York,NY,Midatlantic,1 W. 72nd St.,0,,"Hardenbergh,Henry J.",Single,Listed,NATIONAL HISTORIC LANDMARK,Architecture,SCIENCE,0,0,1,0,0,1,1,0,0,0,40.7766979,-73.976094
76000305,"Daly, Reginald A., House",,,,2,,76000305,76000305,76000305,NRHP Nomination,1974,James Sheire,1950-1974;1900-1924;1925-1949,1910;1957,,,1950-1974;1900-1924;1925-1949,,,,1910;1957,,,,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/76000305_Daly, Reginald A., House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/76000305_Daly, Reginald A., House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail/e4463080-790b-4b10-80bd-0282e1215d1c,,,1/7/1976,1/7/1976,1976,,,Cambridge,Middlesex,MA,New England,23 Hawthorn St.,0,"Daly,Reginald Aldworth",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,SCIENCE,SCIENCE; ARCHITECTURE,0,0,1,0,0,0,1,0,0,0,42.3753652,-71.12628
66000874,"Dana, James Dwight, House",,,,3,,66000874,66000874,66000874,NRHP Nomination,1972,,1875-1899;1850-1874;1825-1849,1849;1895,,,1875-1899;1850-1874;1825-1849,,1849-1895,,1849;1895,,,,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000874_Dana, James Dwight, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000874_Dana, James Dwight, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=a0877ece-cf32-4de4-86ac-28d711dbebc8,,,10/15/1966,1/12/1965,1965,,,New Haven,New Haven,CT,New England,24 Hillhouse Ave.,0,"Dana,James Dwight","Austin,Henry",Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,SCIENCE;ARCHITECTURE,ARCHITECTURE,0,0,1,0,0,1,1,0,0,0,41.3132,-72.92445
74000774,"Dana, Susan Lawrence, House",,,,2,,74000774,74000774,74000774,NRHP Nomination,1974,Carolyn Pitts,1900-1924,1902;1906,,,1900-1924,,1902-1906,,1902;1906,,,,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/74000774_Dana, Susan Lawrence, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/74000774_Dana, Susan Lawrence, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail/2bdcd45d-26f4-4491-b51b-6e813de642bb,,,7/30/1974,1/7/1976,1976,,,Springfield,Sangamon,IL,Great Lakes,301 Lawrence Ave.,0,,"Wright,Frank Lloyd",Single,Listed,NATIONAL HISTORIC LANDMARK,ARCHITECTURE,NATIVE AMERICAN; POLITICS/GOVERNMENT,0,0,1,0,0,0,1,0,0,0,39.7941683,-89.651363
73001024,Dancing Rabbit Creek Treaty Site,,,,4,,,73001024,73001024,NHL Nomination,1986,"Jack D. Elliot, Jr.",1825-1849,1830,,,1825-1849,,,1830,1830,,,,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/73001024_Dancing Rabbit Creek Treaty Site.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/73001024_Dancing Rabbit Creek Treaty Site.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=c5201365-c88a-47b2-a3f1-3c72e96a2208,,,4/3/1973,6/19/1996,1996,,,Macon,Noxubee,MS,Southeast,Address Restricted,1,,,Single,Listed,NATIONAL HISTORIC LANDMARK,PREHISTORIC;POLITICS/GOVERNMENT,ARCHAEOLOGY - PREHISTORIC; ARCHEOLOGY - HISTORIC NON-ABORIGINAL,0,1,0,0,1,1,1,0,0,0,33.10576,-88.56112
66000741,Danger Cave,,,,2,,,66000741,66000741,NRHP Nomination,1982,Francine D. Weiss,5000-6999 BC;7000-8999 BC;1499-1000 AD;1000-500 AD;499-0 BC;1000 AD-999 BC;1000-2999 BC;500-999 BC;3000-4999 BC,,,,5000-6999 BC;7000-8999 BC;1499-1000;1000-500;499-0 BC;1000-999 BC;1000-2999 BC;500-999 BC;3000-4999 BC,,"10,000 BP to Historic Period",,,x,,,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000741_Danger Cave.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000741_Danger Cave.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=da501734-2bbb-463a-9a6f-a632b3f57d9d,,,10/15/1966,1/20/1961,1961,,,Wendover,Tooele,UT,Intermontane,Address Restricted,1,,,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,PREHISTORIC;HISTORIC - ABORIGINAL,MILITARY; POLITICS/GOVERNMENT; COMMUNICATIONS,0,0,1,0,0,0,1,0,0,0,40.73645,-114.04041
76001342,"Daniels, Josephus, House",,Wakestone;Masonic Temple of Raleigh,,3,,76001342,76001342,76001342,NRHP Nomination,1974,Mary Jane Gregory,1900-1924;1925-1949,1920;1948,,,1900-1924;1925-1949,,1920-1948,,1920;1948,,,,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/76001342_Daniels, Josephus, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/76001342_Daniels, Josephus, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail/8588b222-504e-4555-b38d-f87a5df7d95f,,,12/8/1976,12/8/1976,1976,,,Raleigh,Wake,NC,Southeast,1520 Caswell St.,0,"Daniel,Josephus",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,MILITARY;POLITICS/GOVERNMENT;COMMUNICATIONS,POLITICS/GOVERNMENT,1,0,0,0,0,0,1,0,1,0,35.7992494,-78.647068
96001129,Davis and Elkins Historic District,,"See also:Graceland,70000666;Elkins,Sen.S.B.,House,82004329",,3,,96001129,96001129,96001129,NHL Nomination,1986,Laura Feller,1875-1899;1900-1924,1890;1893;1911,,,1875-1899;1900-1924,,1890-1916,1890; 1893; 1904; 1911; 1916,1890,,,,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/96001129_Davis and Elkins Historic District.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/96001129_Davis and Elkins Historic District.pdf,https://npgallery.nps.gov/NRHP/AssetDetail/9b463571-fccd-455c-8cd0-f3260bcc460b,,,6/19/1996,6/19/1996,1996,,,Elkins,Randolph,WV,Appalachia,Davis and Elkins College Campus,0,,"Mott, Charles T.; Baldwin and Pennington",Single,Listed,NATIONAL HISTORIC LANDMARK,POLITICS/GOVERNMENT,,0,0,1,0,0,0,1,0,1,0,38.9300522,-79.846898
12001018,Davis Oriole Earthlodge Site,,,,0,,,12001018,12001018,,,,,,,,,,,,,,,,,,,,,10/16/2012,10/16/2012,2012,,,Glenwood,Mills,IA,Midwest,Address Restricted,1,,,Single,Listed,NATIONAL HISTORIC LANDMARK,,ARCHITECTURE; ENTERTAINMENT/RECREATION; PERFORMING ARTS; SOCIAL HISTORY,,,,,,,,,,,41.047,-95.743
100000864,Davis-Ferris Organ,,,,2,100000864,100000864,100000864,100000864,,,,,,,,,,1847-1898,1847; 1885; 1888,,,,,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/100000864_Davis-Ferris Organ.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/100000864_Davis-Ferris Organ.pdf,,,,01/00/00,12/23/2016,2016,,,Village of Round Lake,Saratoga,NY,Northeast,2 Wesley Ave.,0,,,NHL,Listed,,,SCIENCE,0,0,1,0,0,0,1,0,0,0,42.937,-73.794
76000306,"Davis, William Morris, House",,,,2,,76000306,76000306,76000306,NRHP Nomination,1974,James Sheire,1900-1924;1875-1899,1898;1916,,,1900-1924;1875-1899,,1898-1916,,1898;1916,,,,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/76000306_Davis, William Morris, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/76000306_Davis, William Morris, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail/93d9a864-7353-4c0a-bb29-3134b6a0979d,,,1/7/1976,1/7/1976,1976,,,Cambridge,Middlesex,MA,New England,17 Francis St.,0,"Davis,William Morris",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,SCIENCE,POLITICS/GOVERNMENT,0,0,1,0,0,0,1,0,0,0,42.381138,-71.11117
76000706,"Dawes, Charles Gates, House",,Dawes Mansion,,3,,76000706,76000706,76000706,NRHP Nomination,1974,George R. Adams,1950-1974;1900-1924;1925-1949,1909;1951,,,1950-1974;1900-1924;1925-1949,,1909-1951,,1909;1951,,,,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/76000706_Dawes, Charles Gates, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/76000706_Dawes, Charles Gates, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail/4b7ff181-4092-4549-8acd-8d2590a62879,,,12/8/1976,12/8/1976,1976,,,Evanston,Cook,IL,Great Lakes,225 Greenwood St.,0,"Dawes,Charles Gates","Sheppard,Robert; Picken,H. Edwards",Single,Listed,NATIONAL HISTORIC LANDMARK,POLITICS/GOVERNMENT,ARCHITECTURE; SOCIAL HISTORY; SCIENCE,0,0,1,0,0,1,1,0,0,0,42.043063,-87.673718
97001268,"Day, Dr. Fisk Holbrook, House",,Sunnyhill Home,,4,,97001268,97001268,97001268,NHL Nomination,1986,Dr. Joanne Kluessendorf,1875-1899;1850-1874,,1874-1893,,1875-1899;1850-1874,,1874-1893,,,,,,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/97001268_Day, Dr. Fisk Holbrook, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/97001268_Day, Dr. Fisk Holbrook, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail/b33de335-c823-44a3-a33c-7e9444720f13,,,9/25/1997,9/25/1997,1997,,,Wauwatosa,Milwaukee,WI,Great Lakes,8000 W. Milwaukee Ave.,0,"Day, Fish Holbrook",,Single,Listed,NATIONAL HISTORIC LANDMARK,SCIENCE;SOCIAL HISTORY;ARCHITECTURE,COMMERCE; AFRO-AMERICAN HISTORY; POLITICS/GOVERNMENT,0,0,1,0,0,1,1,0,0,1,43.0531657,-88.01285
75000646,"De Priest, Oscar Stanton, House",,,,4,,75000646,75000646,75000646,NRHP Nomination,1972,,1950-1974;1925-1949,1929;1951,,,1950-1974;1925-1949,,1871-1951; 1929-1951,1920,1929;1951,,,,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/75000646_De Priest, Oscar Stanton, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/75000646_De Priest, Oscar Stanton, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail/a53b91c6-35f3-49e3-aab1-e1e85e65519d,,,5/15/1975,5/15/1975,1975,,,Chicago,Cook,IL,Great Lakes,"4536--4538 S. Dr. Martin Luther King, Jr. Dr.",0,"DePriest,Oscar Stanton",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,COMMERCE;BLACK;POLITICS/GOVERNMENT,POLITICS/GOVERNMENT; EUROPEAN; NATIVE AMERICAN; COMMERCE; ARCHITECTURE; ARCHEOLOGY - HISTORIC ABORIGINAL,1,0,0,0,0,0,1,1,1,0,41.8117235,-87.618009
97000595,"de Richardville, Chief Jean-Baptiste, House",,"Richardville, Chief John B., House",,5,,97000595,97000595,97000595,NRHP Nomination,1990,"T,nis Headings",1800-1824;1825-1849,1827,,,1800-1824;1825-1849,,1818-1841,1827,1827,,,,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/97000595_de Richardville, Chief Jean-Baptiste, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/97000595_de Richardville, Chief Jean-Baptiste, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail/2bf59eb6-db16-4a43-9c2e-8bf4f4f30aec,,,6/27/1997,3/2/2012,2012,,,Fort Wayne,Allen,IN,Great Lakes,5705 Bluffton Rd.,0,"Richardville, Chief Jean B.","Hann, Hugh; Ballard, A.G.",Single,Listed,NATIONAL HISTORIC LANDMARK; DATE RECEIVED/PENDING NOMINATION,POLITICS/GOVERNMENT;EUROPEAN;NATIVE AMERICAN;COMMERCE;ARCHITECTURE;HISTORIC - ABORIGINAL,MILITARY,0,1,0,1,0,1,1,0,1,0,41.0314157,-85.164507
66000568,De Wint House,,,,7,,66000568,66000568,66000568,NRHP Nomination,1974,Richard Greenwood,1700-1749;1750-1799,1700;1780;1783,,,1700-1749;1750-1799,,,1700; 1780; 1783,1700;1780;1783,,,,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000568_De Wint House.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000568_De Wint House.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=fd7f751b-dbda-4d10-9bde-5bc7d6423bdb,,,10/15/1966,5/23/1966,1966,,,Tappan,Rockland,NY,Midatlantic,Livingston Ave. and Oak Tree Rd.,0,"Washington,George",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,MILITARY,INDUSTRY,0,0,1,0,1,1,1,1,1,1,41.0198179,-73.945979
66000716,Deadwood Historic District,,Deadwood,,5,,66000716,66000716,66000716,NRHP Nomination,1974,Stephen Lissandrello,1900-1924;1875-1899;1925-1949,1875;1900,,,1875-1899;1900-1924;1925-1949,,1875-1900,,1875;1900,,,,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000716_Deadwood Historic District.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000716_Deadwood Historic District.pdf,https://npgallery.nps.gov/NRHP/AssetDetail/669730fb-5825-4ba1-b11d-2a476357de9d,,,10/15/1966,7/4/1961,1961,,,Deadwood,Lawrence,SD,Plains/Midwest,Bounded by the city limits,0,,Bell &amp; Detweiller,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED; ADDITIONAL DOCUMENTATION,INDUSTRY;COMMERCE;TRANSPORTATION;ENTERTAINMENT/RECREATION;ARCHITECTURE,EDUCATION; ARCHITECTURE,0,1,0,0,0,1,1,0,1,1,44.3799707,-103.73218
72001082,Deady Hall,,,,4,,72001082,72001082,72001082,NRHP Nomination,1974,Carolyn Pitts,1875-1899;1850-1874,1873;1876,,,1850-1899,,1884-1885,1876,1873;1876,,,,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/72001082_Deady Hall.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/72001082_Deady Hall.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=0cda1356-5ce1-43ab-b382-22e377a0b62a,,,4/11/1972,5/5/1977,1977,National Park Service,,Eugene,Lane,OR,Pacific Northwest,University of Oregon campus,0,,"Piper,W.W.",Single,Listed,NATIONAL HISTORIC LANDMARK,EDUCATION;ARCHITECTURE,POLITICS/GOVERNMENT; LANDSCAPE ARCHITECTURE; COMMERCE,0,0,1,0,0,1,1,1,0,0,44.0466108,-123.0764
